,1024,2048,3072,4096,5120,6144,7168,8192,9216,10240,11264,12288,13312,14336,15360,16384,17408,18432,19456,20480,21504,22528,23552,24576,25600,26624,27648,28672,29696,30720,31744,32768
emozilla/Linear-Llama-7b-32k,6.798015117645264,5.704192638397217,5.141562461853027,4.954977512359619,4.996769905090332,4.881258010864258,4.745962142944336,4.639019012451172,4.523571968078613,4.3811235427856445,4.302022457122803,4.207625865936279,4.151515007019043,4.111844539642334,4.05374813079834,3.971879243850708,3.890763282775879,3.8492274284362793,3.841067314147949,3.8125967979431152,3.773343801498413,3.740875005722046,3.713167190551758,3.695096492767334,3.6867105960845947,3.6652748584747314,3.6437554359436035,3.6214733123779297,3.6037213802337646,3.5914433002471924,3.588634967803955,3.567707061767578
emozilla/NTK-Llama-7b-32k,5.007842063903809,4.390513896942139,4.045044422149658,3.9202725887298584,3.989410161972046,3.915494203567505,3.8176653385162354,3.7311360836029053,3.6440348625183105,3.5165371894836426,3.446110248565674,3.3748586177825928,3.3305985927581787,3.3020987510681152,3.262612819671631,3.210683584213257,3.1661150455474854,3.1799962520599365,3.2681446075439453,3.414957046508789,3.559685707092285,3.767666816711426,4.011549472808838,4.324662685394287,4.7097039222717285,5.144713401794434,5.572840690612793,6.032083511352539,6.540669918060303,7.1249613761901855,7.793753623962402,8.494317054748535
emozilla/NTK-by-parts-Llama-7b-32k,4.658848285675049,4.143179893493652,3.847792863845825,3.7471776008605957,3.8336281776428223,3.7822470664978027,3.6976253986358643,3.6233670711517334,3.5497689247131348,3.430248737335205,3.3667941093444824,3.3019776344299316,3.262327194213867,3.234166145324707,3.1908748149871826,3.1277081966400146,3.062177896499634,3.0315113067626953,3.019989252090454,2.994774341583252,2.960064649581909,2.9309120178222656,2.912250280380249,2.897035598754883,2.8934693336486816,2.8784775733947754,2.861252784729004,2.8411877155303955,2.8303303718566895,2.8214404582977295,2.8198697566986084,2.8136401176452637
emozilla/Yarn-Llama-7b-32k,4.754601955413818,4.189028263092041,3.880467653274536,3.76665997505188,3.8407669067382812,3.778795003890991,3.6872150897979736,3.604569435119629,3.5217137336730957,3.400111436843872,3.3300909996032715,3.262904405593872,3.224220037460327,3.195167064666748,3.150698661804199,3.0883285999298096,3.0220093727111816,2.991412878036499,2.97951340675354,2.9546966552734375,2.920555591583252,2.891998291015625,2.8739845752716064,2.858391284942627,2.855489730834961,2.839897871017456,2.8237287998199463,2.8032960891723633,2.791926383972168,2.7834243774414062,2.779615879058838,2.7691893577575684
