,1024,1536,2048,2560,3072,3584,4096,4608,5120,5632,6144,6656,7168,7680,8192,9216,10240,11264,12288,13312,14336,15360,16384,17408,18432,19456,20480,21504,22528,23552,24576,25600,26624,27648,28672,29696,30720,31744,32768
meta-llama/Llama-2-70b-hf,3.7055604457855225,3.45805287361145,3.2749223709106445,3.173884868621826,3.0366575717926025,3.018570899963379,2.957059383392334,2.9754884243011475,3.6701107025146484,6.477595806121826,11.858061790466309,19.669586181640625,29.5391902923584,41.38957214355469,56.098636627197266
NousResearch/Yarn-Llama-2-70b-32k,3.6099791526794434,3.392317056655884,3.22432279586792,3.123823404312134,2.9928181171417236,2.969006061553955,2.9126534461975098,2.9208717346191406,2.960122585296631,2.94386363029484,2.9340384006500244,2.917194366455078,2.877331256866455,2.838615655899048,2.8187291622161865,2.7568020820617676,2.6751885414123535,2.623396635055542,2.5787668228149414,2.5502796173095703,2.527597188949585,2.4948105812072754,2.450591802597046,2.4069149494171143,2.386108636856079,2.3773491382598877,2.3615598678588867,2.3387508392333984,2.3200013637542725,2.3081839084625244,2.2967910766601562,2.2946012020111084,2.2839956283569336,2.273364305496216,2.2604012489318848,2.2527451515197754,2.24609112739563,2.2412569522857666,2.2288265228271484
